,audio_filepath,txt_filepath,missing
0,F3/Audio/inform_806-811_089.wav,F3/Transcripts/inform_806-811_089.txt,False
1,F3/Audio/inform_949-953_033.wav,F3/Transcripts/inform_949-953_033.txt,False
2,F3/Audio/inform_1024-1040_195.wav,F3/Transcripts/inform_1024-1040_195.txt,False
3,F3/Audio/inform_1266_00.wav,F3/Transcripts/inform_1266_00.txt,False
4,F3/Audio/inform_781-792_106.wav,F3/Transcripts/inform_781-792_106.txt,False
5,F3/Audio/inform_3635-3641_008.wav,F3/Transcripts/inform_3635-3641_008.txt,False
6,F3/Audio/inform_3799-3810_165.wav,F3/Transcripts/inform_3799-3810_165.txt,False
7,F3/Audio/inform_3799-3810_124.wav,F3/Transcripts/inform_3799-3810_124.txt,False
8,F3/Audio/inform_3761-3772_282.wav,F3/Transcripts/inform_3761-3772_282.txt,False
9,F3/Audio/inform_2977-2981_218.wav,F3/Transcripts/inform_2977-2981_218.txt,False
10,F3/Audio/inform_3642-3654_077.wav,F3/Transcripts/inform_3642-3654_077.txt,False
11,F3/Audio/inform_651-660_026.wav,F3/Transcripts/inform_651-660_026.txt,False
12,F3/Audio/inform_2879-2890_131.wav,F3/Transcripts/inform_2879-2890_131.txt,False
13,F3/Audio/inform_671-684_059.wav,F3/Transcripts/inform_671-684_059.txt,False
14,F3/Audio/inform_3601-3610_205.wav,F3/Transcripts/inform_3601-3610_205.txt,False
15,F3/Audio/inform_2982-2987_119.wav,F3/Transcripts/inform_2982-2987_119.txt,False
16,F3/Audio/inform_751-772_138.wav,F3/Transcripts/inform_751-772_138.txt,False
17,F3/Audio/inform_981-987_061.wav,F3/Transcripts/inform_981-987_061.txt,False
18,F3/Audio/inform_2977-2981_079.wav,F3/Transcripts/inform_2977-2981_079.txt,False
19,F3/Audio/inform_1274_08.wav,F3/Transcripts/inform_1274_08.txt,False
20,F3/Audio/inform_1024-1040_138.wav,F3/Transcripts/inform_1024-1040_138.txt,False
21,F3/Audio/inform_1265_11.wav,F3/Transcripts/inform_1265_11.txt,False
22,F3/Audio/inform_3601-3610_247.wav,F3/Transcripts/inform_3601-3610_247.txt,False
23,F3/Audio/inform_3773-3785_119.wav,F3/Transcripts/inform_3773-3785_119.txt,False
24,F3/Audio/inform_959-965_016.wav,F3/Transcripts/inform_959-965_016.txt,False
25,F3/Audio/inform_671-684_162.wav,F3/Transcripts/inform_671-684_162.txt,False
26,F3/Audio/inform_651-660_101.wav,F3/Transcripts/inform_651-660_101.txt,False
27,F3/Audio/inform_2851-2860_160.wav,F3/Transcripts/inform_2851-2860_160.txt,False
28,F3/Audio/inform_621-635_125.wav,F3/Transcripts/inform_621-635_125.txt,False
29,F3/Audio/inform_651-660_062.wav,F3/Transcripts/inform_651-660_062.txt,False
30,F3/Audio/inform_2226-2237_209.wav,F3/Transcripts/inform_2226-2237_209.txt,False
31,F3/Audio/inform_959-965_364.wav,F3/Transcripts/inform_959-965_364.txt,False
32,F3/Audio/inform_2177_03.wav,F3/Transcripts/inform_2177_03.txt,False
