,audio_filepath,txt_filepath,missing
0,F2/Audio/inform_1266_00.wav,F2/Transcripts/inform_1266_00.txt,False
1,F2/Audio/inform_725_08.wav,F2/Transcripts/inform_725_08.txt,False
2,F2/Audio/inform_2460_21.wav,F2/Transcripts/inform_2460_21.txt,False
3,F2/Audio/inform_4428_02.wav,F2/Transcripts/inform_4428_02.txt,False
4,F2/Audio/inform_968_09.wav,F2/Transcripts/inform_968_09.txt,False
5,F2/Audio/inform_1274_08.wav,F2/Transcripts/inform_1274_08.txt,False
6,F2/Audio/inform_1265_11.wav,F2/Transcripts/inform_1265_11.txt,False
7,F2/Audio/inform_2434_06.wav,F2/Transcripts/inform_2434_06.txt,False
8,F2/Audio/inform_4401_07.wav,F2/Transcripts/inform_4401_07.txt,False
9,F2/Audio/inform_603_06.wav,F2/Transcripts/inform_603_06.txt,False
10,F2/Audio/inform_3238_6.wav,F2/Transcripts/inform_3238_6.txt,False
11,F2/Audio/inform_2501_05.wav,F2/Transcripts/inform_2501_05.txt,False
12,F2/Audio/inform_2479_01.wav,F2/Transcripts/inform_2479_01.txt,False
13,F2/Audio/inform_1245_17.wav,F2/Transcripts/inform_1245_17.txt,False
14,F2/Audio/inform_2470_2.wav,F2/Transcripts/inform_2470_2.txt,False
15,F2/Audio/inform_647_7.wav,F2/Transcripts/inform_647_7.txt,False
16,F2/Audio/inform_3296_08.wav,F2/Transcripts/inform_3296_08.txt,False
17,F2/Audio/inform_2451_1.wav,F2/Transcripts/inform_2451_1.txt,False
18,F2/Audio/inform_953_112.wav,F2/Transcripts/inform_953_112.txt,False
19,F2/Audio/inform_2466_00.wav,F2/Transcripts/inform_2466_00.txt,False
20,F2/Audio/inform_4421_00.wav,F2/Transcripts/inform_4421_00.txt,False
21,F2/Audio/inform_625_02.wav,F2/Transcripts/inform_625_02.txt,False
22,F2/Audio/inform_683_02.wav,F2/Transcripts/inform_683_02.txt,False
23,F2/Audio/inform_3260_08.wav,F2/Transcripts/inform_3260_08.txt,False
24,F2/Audio/inform_1473_24.wav,F2/Transcripts/inform_1473_24.txt,False
25,F2/Audio/inform_710_3.wav,F2/Transcripts/inform_710_3.txt,False
26,F2/Audio/inform_1349_41.wav,F2/Transcripts/inform_1349_41.txt,False
27,F2/Audio/inform_3233_08.wav,F2/Transcripts/inform_3233_08.txt,False
28,F2/Audio/inform_1449_08.wav,F2/Transcripts/inform_1449_08.txt,False
29,F2/Audio/inform_2486_8.wav,F2/Transcripts/inform_2486_8.txt,False
30,F2/Audio/inform_620_08.wav,F2/Transcripts/inform_620_08.txt,False
31,F2/Audio/inform_2455_19.wav,F2/Transcripts/inform_2455_19.txt,False
32,F2/Audio/inform_965_129.wav,F2/Transcripts/inform_965_129.txt,False
